,id,filepath,label
0,AP_C11_07344,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07344.wav,0
1,AP_C11_07300,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07300.wav,0
2,AP_C01_07111,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07111.wav,0
3,AP_C03_07812,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07812.wav,0
4,AP_C03_07840,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07840.wav,0
5,AP_C09_07722,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07722.wav,0
6,AP_C11_01592,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01592.wav,0
7,AP_C04_07617,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07617.wav,0
8,AP_C07_07638,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07638.wav,0
9,AP_C09_07738,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07738.wav,0
10,AP_C09_02179,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02179.wav,0
11,AP_C11_07372,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07372.wav,0
12,AP_C11_01498,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01498.wav,0
13,AP_C08_07649,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C08_07649.wav,0
14,AP_C02_07149,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07149.wav,0
15,AP_C01_07115,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07115.wav,0
16,AP_C03_07819,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07819.wav,0
17,AM_C06_07668,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AM_C06_07668.wav,0
18,AP_C11_07392,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07392.wav,0
19,AP_C10_07163,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_07163.wav,0
20,AP_C09_02213,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02213.wav,0
21,AP_C11_07360,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07360.wav,0
22,AP_C07_07631,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07631.wav,0
23,AP_C11_01566,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01566.wav,0
24,AP_C01_07094,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07094.wav,0
25,AP_C06_07690,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07690.wav,0
26,AP_C09_02169,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02169.wav,0
27,AP_C06_07674,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07674.wav,0
28,AP_C09_02217,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02217.wav,0
29,AP_C10_00032,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_00032.wav,0
30,AP_C05_00017,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C05_00017.wav,0
31,AP_C02_07134,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07134.wav,0
32,AP_C11_07387,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07387.wav,0
33,AP_C09_07760,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07760.wav,0
34,AM_C09_07698,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AM_C09_07698.wav,0
35,AP_C03_07802,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07802.wav,0
36,AP_C11_07304,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07304.wav,0
37,AP_C09_02193,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02193.wav,0
38,AP_C09_02168,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02168.wav,0
39,AP_C11_01512,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01512.wav,0
40,AP_C08_07653,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C08_07653.wav,0
41,AP_C09_07700,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07700.wav,0
42,AP_C07_07624,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07624.wav,0
43,AP_C09_07736,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07736.wav,0
44,AP_C04_07610,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07610.wav,0
45,AP_C10_07162,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_07162.wav,0
46,AP_C11_01514,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01514.wav,0
47,AP_C11_01574,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01574.wav,0
48,AP_C10_07156,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_07156.wav,0
49,AP_C01_07087,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07087.wav,0
50,AP_C11_07331,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07331.wav,0
51,AP_C11_07321,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07321.wav,0
52,AP_C04_07594,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07594.wav,0
53,AP_C11_07356,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07356.wav,0
54,AP_C11_01539,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01539.wav,0
55,AP_C09_07729,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07729.wav,0
56,AP_C11_07371,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07371.wav,0
57,AP_C01_07085,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07085.wav,0
58,AP_C11_01558,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01558.wav,0
59,AP_C11_01582,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01582.wav,0
60,AP_C11_07370,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07370.wav,0
61,AP_C11_01499,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01499.wav,0
62,AP_C11_01531,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01531.wav,0
63,AP_C10_00644,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_00644.wav,0
64,AP_C09_07699,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07699.wav,0
65,AP_C01_00005,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_00005.wav,0
66,AP_C11_07319,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07319.wav,0
67,AP_C01_07130,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07130.wav,0
68,AP_C11_07379,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07379.wav,0
69,AP_C09_00022,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_00022.wav,0
70,AP_C04_07614,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07614.wav,0
71,AP_C09_02214,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02214.wav,0
72,AP_C09_02203,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02203.wav,0
73,AP_C09_02195,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02195.wav,0
74,AP_C04_07613,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07613.wav,0
75,AP_C09_02207,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02207.wav,0
76,AP_C06_07696,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07696.wav,0
77,AP_C11_01581,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01581.wav,0
78,AM_C07_07618,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AM_C07_07618.wav,0
79,AP_C11_07337,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07337.wav,0
80,AP_C11_07382,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07382.wav,0
81,AP_C11_07341,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07341.wav,0
82,AP_C11_07346,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07346.wav,0
83,AP_C11_07332,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07332.wav,0
84,AP_C09_07764,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07764.wav,0
85,AP_C01_07096,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07096.wav,0
86,AP_C01_07090,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07090.wav,0
87,AP_C01_07123,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07123.wav,0
88,AP_C03_07800,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07800.wav,0
89,AP_C11_07384,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07384.wav,0
90,AP_C11_07364,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07364.wav,0
91,AP_C11_07389,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07389.wav,0
92,AP_C09_02180,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02180.wav,0
93,AP_C07_07627,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07627.wav,0
94,AP_C11_07316,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07316.wav,0
95,AP_C09_07718,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07718.wav,0
96,AP_C09_07762,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07762.wav,0
97,AP_C11_07373,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07373.wav,0
98,AP_C03_07826,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07826.wav,0
99,AP_C01_07124,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07124.wav,0
100,AP_C04_07616,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07616.wav,0
101,AP_C01_07098,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07098.wav,0
102,AP_C09_02181,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02181.wav,0
103,AP_C09_00591,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_00591.wav,0
104,AP_C09_02189,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02189.wav,0
105,AP_C03_07837,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07837.wav,0
106,AP_C09_07719,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07719.wav,0
107,AP_C11_07315,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07315.wav,0
108,AP_C05_00015,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C05_00015.wav,0
109,AP_C11_07352,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07352.wav,0
110,AP_C11_07301,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07301.wav,0
111,AP_C11_07338,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07338.wav,0
112,AP_C04_07574,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07574.wav,0
113,AP_C07_07634,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07634.wav,0
114,AP_C11_01585,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01585.wav,0
115,AP_C11_01552,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01552.wav,0
116,AP_C04_07603,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07603.wav,0
117,AP_C04_07599,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07599.wav,0
118,AP_C11_07399,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07399.wav,0
119,AP_C11_01513,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01513.wav,0
120,AP_C08_07665,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C08_07665.wav,0
121,AP_C02_07155,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07155.wav,0
122,AP_C11_01500,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01500.wav,0
123,AP_C11_07350,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07350.wav,0
124,AP_C11_07320,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07320.wav,0
125,AP_C02_07144,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07144.wav,0
126,AP_C04_07608,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07608.wav,0
127,AP_C04_07595,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07595.wav,0
128,AP_C09_07728,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07728.wav,0
129,AP_C09_07708,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07708.wav,0
130,AP_C01_00002,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_00002.wav,0
131,AP_C09_07724,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07724.wav,0
132,AP_C11_01563,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01563.wav,0
133,AP_C11_07367,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07367.wav,0
134,AP_C01_07128,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07128.wav,0
135,AP_C09_07733,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07733.wav,0
136,AP_C11_07309,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07309.wav,0
137,AP_C11_07302,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07302.wav,0
138,AP_C01_07121,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07121.wav,0
139,AP_C09_07743,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07743.wav,0
140,AP_C10_07161,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_07161.wav,0
141,AP_C11_07339,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07339.wav,0
142,AP_C11_01497,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01497.wav,0
143,AP_C01_00009,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_00009.wav,0
144,AP_C03_07813,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07813.wav,0
145,AP_C03_00011,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_00011.wav,0
146,AP_C03_07801,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07801.wav,0
147,AP_C09_02201,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02201.wav,0
148,AP_C02_07146,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07146.wav,0
149,AP_C11_07353,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07353.wav,0
150,AP_C07_07635,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07635.wav,0
151,AP_C01_07102,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07102.wav,0
152,AP_C99_08304,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C99_08304.wav,0
153,AP_C06_07669,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07669.wav,0
154,AP_C11_07347,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07347.wav,0
155,AP_C11_01565,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01565.wav,0
156,AP_C11_07343,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07343.wav,0
157,AP_C03_07825,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07825.wav,0
158,AP_C02_07133,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07133.wav,0
159,AP_C09_07704,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07704.wav,0
